COUNTRY,lst,rain,ndvi,dsr,pressure,temp,wind_u,wind_v,no2,o3,so2,uv,co,hoco,year,gdp,x,y
Afghanistan,0.137880817945589,-0.884971605869288,-1.749544983877918,0.689856758426477,-2.324606259416692,-0.841202724505522,0.393154547836492,-0.640213798896302,-0.49125645691409,0.190526388689297,-0.112320795529032,1.406046277871969,-1.074979059736287,-0.630677877270854,-1.353067818900504,-0.2294459436172333,66.02647078170295,33.83880563226268
Niger,1.153716350764061,-1.271473364596125,-1.75388471006841,1.740442311992098,0.054105056542227,1.028737751004388,-0.584698344804689,-0.76583871807011,-0.522233251092111,-0.800636200129839,-0.579628234195254,3.403019091014008,-0.142158461001154,-0.46287762542668,-1.341685145952412,-0.23242649226377524,9.397647928936511,17.426149072098863
Benin,0.885292209377085,0.036449253617697,0.212380083928806,0.541099580098939,0.452756608205025,1.046431159970743,0.355574091790268,0.85995284215063,-0.006071253926596,-0.620646176072322,-0.997080204866541,0.663752615255285,2.06553366703071,1.721330848591442,-1.321765468293251,-0.23166941201453137,2.343134618210501,9.647318946962821
Burundi,-0.388385805165491,1.06123307675556,0.484479497343922,0.150772059468269,-1.932296068643886,0.17415434910211,0.096487865725444,0.674866854778474,-0.49741579011567,-0.793759416668582,-0.671176878936665,-0.839930477768782,0.211191195944747,0.653573661483737,-1.263429269434278,-0.23762769118319096,29.887145968918098,-3.3561743459413207
Haiti,0.740813161777083,-0.328911929326417,0.523358722655809,0.719123505458174,0.49345835977146,0.781664340705334,-0.494551618625021,-0.509341449940284,-0.378944272967589,-0.740160340140191,-0.926159797667161,-0.620849304975076,-0.75013711163987,0.156982829063004,-1.233549752945537,-0.2313540114993347,-72.679460071367,18.941608633883906
Liberia,0.252787040212981,1.964315083155676,1.272166102068037,-0.268599855078941,0.568377525799559,0.757092313459328,0.837611736281475,0.97437993229152,-0.387465422685017,-0.601772519328386,-1.318900866056155,0.049515519290568,2.063872451109023,1.137652031907755,-1.229281250590002,-0.23725293303641676,-9.307913522271074,6.448091643713439
Eritrea,1.566068524661911,-0.935615239326766,-1.505207258874927,1.564290921236232,-0.499044786723952,0.961586480180228,0.007772604285101,-0.290114911509334,-0.459795822785313,-0.815742089379478,-0.373966202090341,1.297859079643804,-0.1407918747549,-0.048913629036435,-1.229281250590002,-0.23882725540574995,38.851484017308906,15.358493987886767
Togo,0.90731066286776,0.354533233830895,0.319321410943314,0.394691792772146,0.473507713972082,0.99061969722783,0.420968409961254,0.968365130852713,0.06108431335292,-0.587422545930764,-1.009233314023628,0.581277664775187,2.352800114641387,1.769215651446537,-1.202247402338284,-0.23540049098760965,0.9757210542257627,8.534960860864631
Namibia,0.730482125673126,-1.188821325989926,-1.419611693067054,1.323265594020194,-1.094648000792938,0.438086094202608,-0.191574744775189,0.475134038191412,-0.493111343702113,-0.665642278919185,-0.439387724887349,0.453530771462548,-0.74559578250757,0.264733971460991,-1.158139544664426,-0.23260181206674269,17.21827741455148,-22.133248121916154
Congo,0.186478292501449,0.583694758365687,1.09261102513349,-0.144464548934065,0.134506646769887,0.70498276677212,0.776187542816361,0.61477893612756,-0.091038401554999,-0.58264630038371,-1.104692833692782,0.274191517725944,3.353144953600195,1.655339539238525,-1.135374198768242,-0.23187822947758427,15.224293999554247,-0.8402318266007407
South Africa,-0.038561817789817,-0.942584264567469,-0.856327256667172,0.437327495214453,-0.996635503576536,-0.062730580593734,0.305003089007382,-0.14672112108474,0.164423097017094,-0.465437872894054,0.838457599893664,-0.233136592342819,-1.348022949427514,-0.04736039894064,-1.062809658724154,-0.04257536563608911,25.092539034609963,-28.99853016013609
Solomon Islands,0.406946310024389,3.607979521457063,1.458111091215134,-0.158584337679242,0.75366589430056,0.865799792447787,-0.466338700972041,1.237561036616337,-1.003929424804352,-1.2125276944359,0.091444880018202,-0.704591180576968,-1.840609383272328,-1.008638419281461,-1.062809658724154,-0.23811052083305512,159.63432097284755,-8.918219539768314
Papua New Guinea,0.121553435307099,3.826287234525395,1.199302344626359,-0.297252927154455,-0.144145408047007,0.496925070026456,0.124871383056453,0.375292645317412,-0.939559940629641,-1.220433600355639,0.322291898490721,-0.986285847873906,-1.653262158532315,-0.821310935532462,-1.055695488131597,-0.2264443473413279,145.24121730527827,-6.478766820945016
Vanuatu,0.08814683765341,0.938621610276889,1.560106919202263,-0.685826730137529,0.800996861842587,0.713485964564765,-2.275396227168278,2.199464068137354,-0.968886330069435,-1.013702759655332,0.155068341276147,-0.435023240954202,-1.742493744855689,-1.33399882475468,-1.054272654013085,-0.23845479265362204,167.71814754609176,-16.255048823010604
Madagascar,0.361398901262257,0.356203331851409,0.13859225181375,0.399194834209963,-0.001035745605798,0.466828823071616,-0.419576818106004,0.53346728501257,-0.477399047782014,-0.62287937486454,-0.904097383451698,-0.768386304959417,-0.900974311043104,0.032260932493571,-1.04858131753904,-0.23181367332140132,46.70603966248999,-19.373383066474137
Gambia,1.255697755563422,-0.665082237335488,-0.342856000469208,1.263027547567287,0.963111824915263,1.016819005617031,0.802532552428778,-1.02248010106379,-0.139148075459783,-0.766203370062801,-0.482550428913972,1.119175048556365,0.681126347273442,1.357600621323406,-1.031507308116901,-0.2380124510329788,-15.386640805648568,13.45265045556336
Pakistan,0.38070828437442,-0.789363757484933,-1.393664969461906,0.698226667728675,-1.049535294008866,0.005841959904095,0.49922491833041,-0.068980792462402,0.085821331137782,-0.215099045895825,-0.043383682103217,1.438945915717162,-0.189827212547214,0.457721404292644,-1.01158763045774,-0.07708229528959991,69.38596582829376,29.967022298355793
Malawi,0.18589989252487,0.492171051124157,-0.205800026270387,0.431618776214373,-0.754679694270567,0.32817636019258,-0.591644012133189,0.979863757314595,-0.277151557462854,-0.722988218924981,-1.062666406560046,-0.95996874882154,-0.068082022838879,0.853122031095082,-1.010164796339228,-0.23336666093180214,34.307233166002135,-13.215803787386164
Guyana,0.373808333618097,1.100984856740573,1.512270546948553,-0.294796828877701,0.593004569189265,0.748471468170413,-0.641337694117481,-1.243034008656768,-0.87366135259606,-0.860265631188155,-1.370171901513934,-1.259693860018706,0.000516584871906,-0.530592382568115,-1.000204957509648,-0.2363178181435339,-58.97478114968907,4.792016823174791
Djibouti,1.671049529842049,-1.171659214351337,-1.861560409655389,1.221899546078292,0.070908445391876,1.163247943040624,-0.745576919766921,0.755565299339468,-0.524230662343111,-0.733046311541626,-0.381840691527571,0.982997473353104,-0.084823417179813,-0.232672453397693,-0.983130948087509,-0.23736930414576296,42.57776512832153,11.749676373937877
Kenya,0.986542174940169,-0.33419780797936,-0.559078943540404,0.913541220340801,-0.58702679978869,0.776287603553678,-0.894721110407125,1.877024784181773,-0.771579306968625,-0.715773591916247,-0.726571860506738,-0.45475085679848,-0.579832320060947,-0.270908757736931,-0.943291592769186,-0.1883032318941276,37.857881865174,0.529861747137699
Ghana,0.898037838974988,0.190249392433864,0.397957964373969,0.456367786757312,0.616172204649541,1.049581140833376,0.592029742674602,1.185945621671962,0.042759922595752,-0.57369392203695,-1.092207579442465,0.615898122090271,2.358516506709902,1.773687127922343,-0.916257744517468,-0.2044620560687927,-1.2073012228476334,7.959847930419306
Gabon,-0.068555753865534,1.415099139904366,1.216123284150159,-0.666245046570933,0.256471920384068,0.697906024429085,0.795075714092832,0.669765577704589,-0.260660118840404,-0.566136854695884,-1.241394066147322,0.412888739375722,3.041620911037934,0.794758236775888,-0.889223896265749,-0.23041680320168717,11.79723698491478,-0.5909449369173627
Yemen,1.222709351203881,-1.226178339825391,-1.714214878399432,1.800308672000775,-0.863491546230688,0.838152869156834,-0.316512146553667,0.467417428191286,-0.464358425147333,-0.841423607777253,-0.278818323166018,1.99835047220075,-0.299678995464383,-0.498294057499939,-0.866458550369565,-0.2378231295242203,47.599967160146285,15.905618569868569
Uganda,0.23690381438232,0.760882776970426,0.203481219725638,0.604981133689084,-1.2363064709859,0.494587037903579,-0.00839494195234,0.252584200116033,-0.50561254709998,-0.729967805176058,-0.757171924086355,-0.93896518914069,-0.001166110251494,0.752379119885471,-0.857921545658496,-0.22109989203524733,32.38621794139622,1.2799638499666384
Tanzania,0.295177216223015,0.098828907317462,0.14513846017892,0.630942937870967,-1.009303602006865,0.45209740377976,-0.5947868263755,0.612429036182834,-0.472968673091508,-0.796056575073107,-0.941909818509503,-0.794641707889092,-0.332134712451577,0.386712778962356,-0.765437327955246,-0.20814935281030778,34.823453871212486,-6.270353570510676
Comoros,0.408850914584396,0.122221188199485,0.961140694740209,-0.322767489175037,0.795614411404765,0.786677002899098,-0.217338055514934,1.360032337350426,-0.783154910529954,-0.783214676414812,-0.692498540626475,-0.197284012818507,-0.760331008001018,-0.759442655819851,-0.758323157362689,-0.23832442611621318,43.67592199940793,-11.892755836869874
Fiji,0.170464705438967,1.89037247873022,1.467902151527452,-0.359758475237004,0.715291002086416,0.66811738717238,-1.258352934571501,1.358869378050591,-0.900118626442928,-1.026778665270267,-1.154200177140363,-0.606963324522928,-1.806130605603539,-1.369042223616168,-0.670107442014974,-0.23618132207143488,171.98364165131252,-17.453532408900834
Mongolia,-1.141314092986892,-1.094523905097349,-1.442097318399996,-0.338663744143902,-1.923409075540547,-2.238926536143525,0.978464798310761,-0.178169940190148,-0.821410809279324,1.910533150731625,0.253329476775755,0.362446926456272,-0.544188110852755,-1.362475482540133,-0.657301934948372,-0.2317623855676118,103.08321776343838,46.83529080099995
Mauritania,1.207846754120921,-1.339316521638075,-1.83227732390084,1.670495765451478,0.491775900225608,0.938008619980001,-0.460779036561243,-2.46951962490812,-0.606000307790877,-0.632760756700552,-0.493691053449559,3.170484044039133,-0.378848454873815,-0.801011043212207,-0.61746257963005,-0.23494552721585482,-10.33229808573721,20.25985146634867
Laos,0.067203443619609,0.504300500865286,1.131248337386427,0.065960650579529,-0.365176140184329,0.553205831838714,0.206599432074412,0.360668791194796,0.060758957755369,-0.895446238707614,-1.164617972416657,-0.829555632365123,1.791279370252183,2.041591125096718,-0.598965736089399,-0.22947564116266794,103.76329050492689,18.50274343121779
Senegal,1.450555437648091,-0.901002405423058,-0.721106618962506,1.421555672031711,0.909998695069895,1.14995108607879,0.606155327291091,-1.22668196432005,-0.190973171653241,-0.778932988395828,-0.518851028966594,1.610044864183787,0.491747051769704,1.030773284377223,-0.589005897259819,-0.22712371890035543,-14.467652757460762,14.366965417494663
Ethiopia,0.710127379655925,-0.014095512095373,-0.399543227701537,1.050828040582614,-1.433920326712026,0.526127304262472,-0.023502981180823,0.706086217571844,-0.539959298682915,-0.774071139692684,-0.649070164602233,-0.183829242121782,-0.414391987078381,0.063620685143483,-0.57193188783768,-0.19055527406264716,39.61603213709863,8.62621923143033
Rwanda,-0.630439701409215,0.696014135891663,0.447789519983592,-0.122402937678614,-2.327475618128806,0.007097856828908,0.082619039930661,0.385136705990272,-0.529712728382879,-0.800913471288791,-0.141696150075124,-0.824067382718318,0.058729284797058,0.506302163702974,-0.51501852309722,-0.2337091251233433,29.917652223708828,-1.9978910132058103
Myanmar,0.183092519205965,1.116587414423877,0.822887963415086,0.109208286616184,-0.198797679184921,0.530592151760267,0.42279552111959,0.309440921795018,-0.147427780117589,-0.845632759921603,-0.89036488618832,-0.697286250520218,1.235622163621084,1.615121947478498,-0.510750020741686,-0.20106584933001456,96.50692090586973,21.154318857249418
Sudan,1.350928922470209,-1.120340623069461,-1.487989165314549,1.74661795823382,-0.090624934048012,0.973690943802894,-0.232914531576428,-1.979271506741201,-0.411983406706205,-0.778592468349064,-0.441865745867313,1.904675774310872,0.079669702414666,-0.08011708100354,-0.507904352504661,-0.22261797096376687,29.960522226832897,15.999644525581909
Tajikistan,-1.013450195247111,-0.575933561683058,-1.680861811278302,-0.102967162821515,-4.200346047189093,-2.330114440665238,0.272256688743262,0.169130065479514,-0.410631792305104,0.632737961565751,-0.085149852686542,0.561996733001826,-1.729406513626224,-1.205509315967277,-0.458105158356759,-0.23474074353223567,71.04200336178594,38.52817783284853
Timor-Leste,0.624708771871104,0.233877282560245,0.798206497151602,0.784460847160121,0.318025385919642,0.67069137908516,-0.087149228227121,0.458357105806333,-0.739057557107223,-1.073414965403426,-0.752461540444091,-0.837111901210385,-0.852803374752763,0.029151854986077,-0.44103114893462,-0.23790481423166773,125.85367089945154,-8.82297861204156
Turkmenistan,0.673536105245818,-1.14012171206882,-1.687920763807602,0.152051504065015,0.750792711519465,-0.294633826442362,-0.278269661930657,-1.184202713887816,-0.176992641302486,0.970239904373795,0.434660290369202,0.808023367157682,0.177846433191681,-0.208278559570715,-0.422534305393971,-0.2161147161650284,58.391314432391894,39.21879286955599
Cambodia,1.063860619363843,0.498620203415747,0.537698791940003,0.410548572359877,0.730605317346187,1.054742247761967,0.366181714455526,0.494766601643181,0.011417528705372,-0.866304942140526,-1.353752632512105,-1.011966607845727,1.131632984642502,1.803068554648137,-0.369889443009044,-0.22526505514334727,104.92398195163528,12.716431784855462
Sao Tome and Principe,0.063929614160063,0.542320251825378,0.538078015993734,-0.741105273118454,0.947729489245787,0.827008873066023,1.297149779765364,4.181873706180444,-0.453222068730725,-0.556887975093748,-1.291542378855444,1.305513436414332,2.840982362622234,0.113315244969739,-0.327204419453699,-0.23871883600330202,6.7365883416638495,0.45698598559638
Philippines,0.589960311024664,1.409047362423776,1.150426958687725,0.230922337349086,0.463850094715106,0.842270800864603,-0.080460180647891,-0.207437477628174,-0.523974487123163,-1.002035681235496,-0.819996384259192,-0.961152051340899,-0.361671382926671,0.159298942787954,-0.325781585335187,-0.04888305142227259,122.87870846250398,11.741833313449057
Samoa,0.55107071009445,1.761719505989422,1.659504520064287,-0.46889203382808,0.679469520686281,0.832755441947579,-1.475899216213045,-0.218026644322322,-0.956122091747891,-1.179387682198532,-0.548819317860766,-0.512672953573835,-1.967085624911362,-1.616133831625949,-0.322935917098164,-0.2384666826950404,-172.15945946429892,-13.75836652572102
India,0.554174535122975,0.342202157599806,-0.141470225936466,0.339782955789802,-0.161465259995275,0.527207003511004,0.515754040586814,0.096281404152857,0.629805860089856,-0.655806177810143,0.199950228512271,-0.083730094134174,0.922355127263586,1.591384299373995,-0.274559557068772,1.191162987688042,79.61620147933743,22.883477889674186
Nepal,-0.909941395707624,1.232941235925554,0.020240037378274,0.014424260833004,-3.143981314126902,-1.039943981343235,0.269065539771154,0.06999730115615,-0.191155375280251,-0.636025120281293,-0.369912565320223,-0.242929741703758,-0.072903146368486,0.606498640778847,-0.26175405000217,-0.221685913415313,83.93854772185944,28.253007582199942
Indonesia,0.458720536557967,2.086157406750848,1.250307258882826,0.016364704100621,0.361267376708182,0.744365051813542,0.126265543952618,0.314287862058863,-0.69028241650838,-0.986700627769539,-0.809561474892764,-1.119321148002941,-0.210490381721032,0.164678244067256,-0.200572182906174,0.32547131671644264,117.30042608559378,-2.230213581118839
Azerbaijan,-0.27212374987678,-0.907930720925207,-0.923428037629995,-0.469290020973484,0.342499597259728,-0.653223827983703,-0.090617956737185,-0.648640099014446,0.068052334660251,1.099640283783374,0.606279903453488,-0.353696962760696,0.12014535603759,0.237408592470587,-0.183498173484035,-0.21463128375478985,48.819827855274156,40.29699191540266
Suriname,0.462203722600119,0.887750546207464,1.6210002726143,0.119916048297692,0.724337406042467,0.826795741406968,-0.84202000366804,-1.367793795729112,-0.897873114703299,-0.838516810007181,-1.214656773575443,-1.313859296621505,0.029161917498986,-0.557534599152075,-0.176384002891478,-0.23690169369902575,-55.91182656537016,4.126394149424459
Egypt,0.908553884873814,-1.391830590872285,-1.811292551637467,1.595370158982926,0.443909545576989,0.446843576137552,0.443698903520917,-2.447153975393037,-0.125394202433019,-0.299153745941602,0.096394977958936,2.515455836968182,-0.136623895962391,-0.645776871081487,-0.128007642862088,-0.07820695662350806,29.87195800064285,26.49425412718706
Honduras,0.374195428882673,0.215598134390946,1.029915038432465,0.50347066476189,-0.147617902392601,0.59622202249285,-0.391994581810768,-0.547733252889274,-0.514801519935405,-0.866209348012745,-0.988946773390959,-1.059378305292642,-0.682935635822267,0.213201214409895,-0.110933633439949,-0.22627344415251227,-86.61914459577675,14.81922171293129
Guatemala,0.373308487890007,0.455935938843851,1.050416394965522,0.53590493260824,-0.409788703582805,0.534134136813835,-0.182507084596487,-0.166379770805246,-0.332052321075216,-0.872252361339767,-0.50152893375059,-1.144119286081223,-0.548895949318,0.837381379950017,-0.099550960491857,-0.20000661041688197,-90.35624300987003,15.702133356318642
Bolivia,0.229684966093066,0.379142436663468,0.477194343560029,0.367266160383463,-1.346068648062133,0.133226842666574,0.349340319965953,-0.655939545075775,-0.530661534752912,-0.96926284173171,-0.001288067097794,-0.564986456471186,-0.241515320119294,1.024391748334424,-0.082476951069718,-0.21830227540391314,-64.67093196811149,-16.714610143853815
Iraq,0.866221075080382,-1.022218504816086,-1.425040237624025,0.764863454058988,0.362526429714526,0.450902343757069,0.832469689543261,-1.137238641991216,0.66440831701176,0.377544796344441,1.498210335291521,1.190081717199738,0.080745807926587,0.455691580037707,-0.042637595751395,-0.12109690004034672,43.77213471734143,33.04802520538468
Tonga,0.393643647632176,1.284842610941554,1.064840677144654,-0.253379273668683,1.035048905649342,0.652261507601773,-2.940079709263836,1.43289796596384,-0.940980355089829,-0.833430838902431,-0.913880466154018,-0.518450544452919,-1.608113296826686,-1.685430853401174,-0.021295083973724,-0.23866886794194908,-174.83627435974145,-20.4028949832555
North Korea,-1.500178991344037,-0.39430076628856,0.079651605244846,-0.284072779870867,-0.195882606059706,-1.465188270150079,0.790509753058518,-0.101098007126432,0.173723339824678,1.806218683913282,1.240541065952242,-0.471565178051525,1.436228323194735,-0.304174123766238,-0.012758079262654,-0.22214292973384447,127.18195665141856,40.143063041229475
Syria,0.581436883488338,-0.97633703978803,-1.275345963288673,0.462153896160429,-0.052657398316893,-0.01721902187093,1.245090686543009,0.047063111011566,0.286889499925531,0.690144001313312,0.673540056291474,0.651262294654008,-0.13083754478934,0.15519434940965,-0.007066742788607,-0.2275287481032727,38.50513103530435,35.01313352180895
Dominican Republic,0.517913297864528,-0.348206183408306,0.824841354184183,0.668532548428194,0.286208787973211,0.629000157948246,-0.84606677159196,0.221406830312393,-0.1600092463018,-0.731540000900086,-0.763896894595641,-0.884305448178188,-0.870965766890739,-0.140297058759918,0.017121437226089,-0.1940710940799259,-70.48463497617387,18.894446738301692
Grenada,0.492250851466571,-0.260600308213346,1.263934187909451,0.338605540772618,1.034916738126015,0.881883012801323,-4.14581764649658,-0.810189436820747,-0.814693190845442,-0.79719892012886,-0.855036775299165,-0.528410574208112,-0.428236405615253,-1.095491130828082,0.022812773700134,-0.23831511328793556,-61.67937937202181,12.11292665625457
Morocco,0.464318897502048,-1.233416821473031,-1.596342320284278,1.293056459907314,-0.121799394577123,0.051658117921283,0.0907663239197,-2.272279169046497,-0.415836657236893,0.126630318774927,0.176987018348572,1.527627980083744,-0.66513251040291,-0.84087536792156,0.03846394900376,-0.17390857548497682,-8.938045402736556,29.10846583700967
Uzbekistan,0.328534764515039,-1.099012212376501,-1.542235130353166,-0.019245449072347,0.390407499230706,-0.664370680295278,-0.176188586711091,-0.922213538758975,0.027885654282566,1.197690481668374,0.376463419478221,0.868284133585102,0.071883260592419,-0.439264955652573,0.041309617240785,-0.20852418691005128,63.16937232162605,41.75043662654492
Ukraine,-0.862449227295737,-0.749840069287943,-0.160447640411482,-1.270857312988115,0.712949809335566,-1.129395903952784,0.397533685381794,0.167200371627526,0.408341582866134,1.481452812742925,0.68540341839716,-0.373177025728025,0.34080015491275,-0.177275866856993,0.042732451359295,-0.16131892486688312,31.387114789072786,49.01708827778121
Bhutan,-1.694142525509546,2.362404352046891,0.310323528840719,-0.530858319455104,-4.625949271517782,-1.591343468206958,0.27101323753842,0.406930742577047,-0.563717086535766,-0.838084097809011,-0.789405803737455,-0.286441768751582,-0.867661183945735,-0.483692441080321,0.055537958425899,-0.2375474193484394,90.42943322853245,27.415414492834667
Bahamas,0.764654062165796,-0.088418511508942,-0.076374888609366,0.348326107062566,1.106186223393802,0.788388784675947,-1.925445805523804,0.490289990386728,-0.530547627019925,-0.522277796815985,-0.687693566478823,0.201198832049932,-0.434434005313388,-0.805784546741722,0.069766299611014,-0.23234118723669503,-76.54661990977111,24.20111993064869
Saint Vincent and the Grenadines,0.195946462109374,-0.382608663907392,1.275843707921955,-0.354641639496752,1.042263183875346,0.873639474610175,-4.112278464835762,-0.814615469654562,-0.814146478536195,-0.782414627418591,-1.065103791403798,-0.057480787650557,-0.568518342566402,-1.010103055893584,0.071189133729526,-0.23846778405591312,-61.193766354180845,13.254808123076383
Russian Federation,-2.703090869146701,-0.711505630131196,-0.802181438961762,-2.058183770261894,0.298165758463636,-2.901198292005725,0.584677159039905,0.378006756899796,-0.724115523150029,2.456991855832125,2.479429812952943,0.135551137247465,0.523004573800432,-1.391497783859794,0.072611967848038,0.6149682220482598,96.57732548787611,61.94626638171389
Moldova,-0.622860256077875,-0.851473133444667,-0.253350649244424,-0.942016985714197,0.775471618609161,-0.981334654187737,0.455907297047145,-0.268986433158386,0.267025016852436,1.466012792019947,0.775406630227664,-0.444634866466625,0.326230423722115,-0.082187103929901,0.076880470203573,-0.23300838141014188,28.47393051627999,47.193870811567734
