AREASQKM21,cnt,density,index,pop_den,rain,ndvi,lst,ntl,nat_rto,crop_rto,resid_rto,x,y
15104.8531,669,-0.404110338,172,-0.347631181,-0.758176559,-0.811034365,1.341359884,-0.312804274,0.929129375,-0.502783805,-0.892871525,117.0379509,-21.05192424
479.8669,466,-0.310469219,173,-0.291079383,-0.019511956,0.756702095,-1.550182174,-0.318230309,-0.435816922,1.351169001,-0.625650323,121.8547738,-33.79973276
78.2669,223,-0.120711823,174,-0.187141045,-0.995788714,-0.75707312,0.452632394,-0.013926724,-0.457746886,0.590729013,-0.256352543,113.706832,-24.86339288
13.0881,16,-0.28507067,175,0.997632519,-0.859154055,-1.041898534,-0.533716476,1.575463929,-1.048825953,-0.504885114,0.619456669,121.4939155,-30.78942387
23.4948,39,-0.240871874,176,1.039168193,-0.844604758,-0.78894743,-0.560188941,2.991363539,-0.988455415,-0.504885114,1.148342777,121.4691693,-30.75824613
31.0652,61,-0.210190339,177,0.374680397,-0.844674337,-0.357575187,-0.559284369,0.371066174,-0.806233971,-0.504885114,0.336469456,121.4509293,-30.73555027
7.4496,0,-0.408585249,178,-0.230265388,-0.851403072,-0.780058214,-0.573506931,0.477398712,-1.040961482,-0.504885114,1.45148538,121.4632727,-30.79453834
27.6123,4,-0.393948917,179,-0.320279132,-0.855374716,-1.259471719,-0.570299058,1.962269598,-1.003666214,-0.50219771,-0.84364801,121.5207095,-30.77051639
21.8752,84,-0.020611716,180,1.063732283,-0.450981999,-0.31254747,-0.398646068,3.055824436,-1.040552754,-0.504885114,1.46750862,114.6215455,-28.76074655
80.9732,83,-0.305020577,181,-0.118225112,-0.449288011,-0.002718017,-0.333700683,0.336849047,-0.844489869,1.657480724,0.015709953,114.6737784,-28.81092203
143.0266,296,-0.199487315,182,-0.239455725,-0.431783247,0.022984765,-0.374351691,-0.318866716,-0.786495772,2.630846243,-0.756461912,114.6438895,-28.66107047
26.2854,113,0.025763624,183,0.419692189,-0.441808136,0.131387094,-0.523619402,0.068814966,-0.973974313,-0.171419888,0.884038273,114.6428854,-28.85117438
2369.3298,754,-0.376432311,184,-0.345092137,-0.403749164,0.075232528,-0.46592594,-0.37268227,-0.404030458,1.784911001,-0.880221909,115.0918219,-29.32602862
23464.3302,3070,-0.395366053,185,-0.348179391,-0.63989567,-0.393033826,-0.435054322,-0.382651774,-0.240670596,2.290929968,-0.89572684,116.0334798,-29.51759667
26161.8873,2440,-0.39916211,186,-0.348119379,-0.717047344,-0.383852834,-0.284492232,-0.384460255,0.014090601,1.656104921,-0.897216388,115.0325288,-28.13701372
16.693,149,0.493248993,187,0.369767889,-0.784148335,-1.040633468,0.093872228,2.692648612,-0.437050632,-0.504885114,0.402861808,133.8749145,-23.67881501
25.7669,118,0.054109617,188,0.113237166,-0.784669311,-1.091144128,0.091931487,0.489870824,-0.285642873,-0.504885114,-0.184023091,133.914826,-23.68904419
17.0626,237,0.994803474,189,0.379821211,-0.785898529,-0.970313154,0.153164372,0.552116861,0.713094071,-0.504885114,-0.07420903,133.8400879,-23.71283372
58.5557,191,-0.079021803,190,-0.168106641,-0.78097457,-1.028327478,0.125455787,-0.182164121,0.887648946,-0.504885114,-0.638263864,133.8556788,-23.65853765
18.9529,192,0.614944343,191,0.094766823,-0.789342404,-1.060521087,0.144335259,1.131035791,0.235988841,-0.504885114,-0.161197865,133.9066304,-23.72143502
190.6821,394,-0.19981859,192,-0.319777663,-0.803863188,-0.996412298,0.230893478,-0.263307545,-0.356270449,-0.504885114,0.043224858,133.8407912,-23.77301402
42.0605,44,-0.302890578,193,-0.173245833,-0.413891742,-0.773316491,0.818322379,0.083607692,-0.952482595,-0.504885114,1.324242617,134.1870774,-19.65478634
33100.6653,2473,-0.401036722,194,-0.348338256,2.301641172,1.20057898,0.989508754,-0.371332115,0.670041895,-0.482946774,-0.879724465,131.8036094,-12.8835375
34828.0715,1778,-0.403427299,195,-0.348511145,1.765288353,0.987743929,0.91891058,-0.368811391,1.222511122,-0.439333811,-0.89524936,130.9061993,-14.02595776
3373.7078,357,-0.397893824,196,-0.34698427,1.858785243,1.387266631,0.725312552,-0.37337264,0.801779083,-0.504885114,-0.884938777,129.7038867,-14.20377679
7483.1661,1116,-0.393517317,197,-0.347852396,2.824089184,1.985623149,0.628664331,-0.379269335,1.114028685,-0.313586658,-0.888077331,130.8163049,-11.55983157
33509.2426,1800,-0.403157963,198,-0.348313311,1.801735868,1.061764914,0.981084323,-0.370030011,1.3378417,-0.504867422,-0.895284479,133.6170921,-12.33370826
7416.9497,1088,-0.393764219,199,-0.345655813,1.09862408,0.409359056,1.172091956,-0.369314191,1.449875065,-0.447103898,-0.86437928,132.1951004,-14.69014529
0.5385,8,1.092409336,200,1.328643187,-0.609360225,-0.127826044,-0.445194813,1.658422772,-1.048825953,-0.504885114,0.96561053,145.9456924,-30.08795967
0.7105,0,-0.408585249,201,0.584906329,-0.609360225,-0.177724181,-0.445194813,0.89686994,-1.048825953,-0.504885114,1.475953257,145.9472114,-30.09385809
15187.4962,752,-0.403582526,202,-0.348612797,-0.739118885,-0.564085392,-0.305318248,-0.386743313,1.317635214,-0.503821301,-0.898794321,144.8134546,-30.21158319
12358.4065,856,-0.401587053,203,-0.348462994,-0.585666958,-0.333948111,-0.428753242,-0.385918712,1.372214406,-0.335914008,-0.89758661,146.0044907,-30.195475
14475.7393,689,-0.403776266,204,-0.348609244,-0.675887218,-0.362231382,-0.31740205,-0.386727611,1.457355206,-0.477245241,-0.899308105,145.3983996,-29.37380743
2.9223,1,-0.374011216,205,-0.053570948,-0.474341828,-0.10791937,-0.444197613,0.198073798,-1.018616768,-0.504885114,1.34997635,146.8679945,-29.96744372
1.9136,7,-0.038993963,206,0.083612868,-0.475559138,-0.074386567,-0.465473217,0.594412528,-0.976697477,-0.504885114,1.415462394,146.860483,-29.95651825
6483.3616,740,-0.397053205,207,-0.348584261,-0.478967981,-0.340029008,-0.364551149,-0.384593847,1.174441579,-0.104082533,-0.899265337,146.8773002,-29.42948551
1.3095,2,-0.254273378,208,-0.034311757,-0.613622674,-0.3489905,-0.443649902,0.314863843,-1.048825953,-0.504885114,1.390220855,145.9260136,-30.08731354
3.1317,5,-0.247273984,209,0.01217012,-0.610264381,-0.422398088,-0.445194813,0.134921958,-1.048825953,-0.504885114,1.351179225,145.9346836,-30.09827174
0.8436,3,-0.049283336,210,0.352491016,-0.609360225,-0.296871725,-0.439623229,0.181710614,-1.048825953,-0.504885114,1.422675879,145.9490979,-30.08249065
1.7732,0,-0.408585249,211,-0.283895043,-0.475559138,-0.120863981,-0.479774795,-0.28588993,-0.560465374,-0.504885114,-0.690878496,146.8470632,-29.9513178
8322.4623,509,-0.402405928,212,-0.348498504,-0.474044958,-0.149549937,-0.524943665,-0.384742901,1.088171114,0.210132606,-0.895586583,146.7910534,-30.24806843
0.9134,0,-0.408585249,213,-0.334526772,-0.475559138,-0.14306338,-0.483916735,-0.242737949,-0.628153458,-0.504885114,0.816633723,146.856293,-29.95072194
23.9199,19,-0.328330806,214,-0.33871508,-0.902741936,-0.98280918,-0.403871215,-0.372282067,-0.483950697,-0.38508617,-0.453690452,143.0825503,-30.84315363
7.6491,98,0.885880558,215,-0.2433546,-0.890084619,-0.890476305,-0.766953615,-0.285477106,-0.236911942,-0.472316606,0.639759064,142.4063682,-32.39186112
43298.9253,997,-0.406258804,216,-0.348629538,-0.971649408,-1.000644475,-0.206217298,-0.385665155,1.548174124,-0.50308045,-0.899535232,142.6658622,-29.61520975
27019.2026,806,-0.40557129,217,-0.348628207,-1.003066125,-0.959284173,-0.353818164,-0.386548293,1.567370139,-0.504190216,-0.898926822,141.9118229,-30.85699304
22874.4108,955,-0.404367038,218,-0.348616725,-0.949541878,-1.013503967,-0.631464257,-0.385676857,1.485726268,-0.503821448,-0.899076316,141.7288886,-32.33155691
26296.7758,815,-0.405453911,219,-0.348593461,-0.82731102,-0.5307289,-0.59881466,-0.386135549,1.40886891,-0.4775826,-0.899433395,143.6016737,-32.56187763
1.8512,69,3.35733046,220,-0.154018067,-0.862976239,-0.409402883,-0.555965588,0.008251949,-1.048825953,-0.504885114,1.344668038,143.3699942,-31.56180634
0.5641,22,3.531824884,221,0.15731319,-0.863494198,-0.333467847,-0.611516894,0.005256016,-1.048825953,-0.504885114,1.149305895,143.3812616,-31.55594433
11.49,135,0.778518252,222,-0.312035613,-0.726481496,-0.116833282,-0.687665449,-0.259842734,-0.564766586,-0.500924064,0.360800679,144.3082018,-32.89767354
0.3812,0,-0.408585249,223,0.007916088,-0.863494198,-0.331497988,-0.611516894,-0.094954221,-1.042198307,-0.504885114,1.455166774,143.3825114,-31.55079623
0.7002,13,1.467256045,224,-0.047631563,-0.863494198,-0.494185526,-0.611516894,-0.027886707,-0.551352312,-0.504885114,0.665608499,143.379746,-31.56739141
27148.8615,868,-0.405354949,225,-0.34860607,-0.877509415,-0.613964164,-0.392128556,-0.38621481,1.46269125,-0.504688699,-0.89849701,143.5784251,-31.15173513
1898.1109,79,-0.40438011,226,-0.348302214,-0.086118972,-0.152712221,-0.54135596,-0.386391444,-0.650969513,3.429202544,-0.900030717,148.4866123,-26.77661084
5.2889,3,-0.351275205,227,-0.266057405,-0.000468154,0.469911537,-0.837057722,-0.357711292,-0.108218817,-0.168850476,-0.238934822,149.3771217,-26.60603945
0.746,13,1.352090453,228,0.16217986,-0.151960528,0.274024165,-0.612238773,0.10526916,-1.048825953,-0.504885114,1.275644272,147.9754392,-26.48230517
2.1163,13,0.212056472,229,-0.015206604,-0.153048335,-0.097819406,-0.601715169,0.002728846,-1.048825953,-0.501883639,1.334788492,147.975122,-26.49501904
1.2953,5,-0.018576379,230,-0.03724614,-0.068431928,-0.109308348,-0.597900814,-0.223002888,-1.001788244,-0.220280217,1.299376771,149.1862913,-26.58647558
2279.9967,308,-0.394936548,231,-0.348084373,0.006274722,0.317823092,-0.782266769,-0.3700243,-0.160157538,2.1824213,-0.894398026,149.409176,-26.45486374
2538.4355,239,-0.399072488,232,-0.348448569,-0.074237857,0.286494723,-0.722580422,-0.384741572,0.004026243,2.066434525,-0.899659668,149.3650099,-26.80371621
2.2935,20,0.472475993,233,0.051122127,-0.147583314,0.037487548,-0.568402262,-0.117709721,-0.995500902,-0.496009939,1.256892315,149.0643671,-27.15434928
5234.653,390,-0.401057736,234,-0.348478555,-0.11054103,-0.021406845,-0.614428655,-0.383823877,-0.170128449,2.407111428,-0.899184504,149.1776999,-27.32556224
13688.588,224,-0.406931902,235,-0.348588825,-0.243676934,-0.148749406,-0.418858464,-0.386373146,-0.033289095,2.183775187,-0.900030717,147.8836302,-27.33914791
1783.5433,220,-0.3961225,236,-0.348265921,-0.100414397,0.101796235,-0.584179926,-0.381792713,-0.553134569,3.122044036,-0.898411931,148.872199,-26.8286306
844.5582,179,-0.387171225,237,-0.347141183,-0.071308136,0.155108474,-0.660297564,-0.381922307,-0.886694603,3.589628528,-0.891879542,148.8544939,-26.45306321
2094.0855,250,-0.396523218,238,-0.348228809,-0.060784785,0.254571825,-0.649191527,-0.38695094,-0.625457171,3.216983638,-0.895565086,148.4292828,-26.37243133
1012.1603,27,-0.40589006,239,-0.348304625,-0.118055989,-0.175290604,-0.472697848,-0.385772532,-0.550055117,3.096048828,-0.898540162,148.1777133,-26.66047552
6771.2845,402,-0.402586927,240,-0.348447417,-0.170316202,0.045727665,-0.472013209,-0.386788555,0.111322172,1.883592617,-0.899362032,147.6316877,-26.61512261
1.1044,12,0.6892311,241,0.047931885,0.033563563,-0.010735641,-0.486854757,-0.206035894,-1.048825953,-0.27854098,1.293820315,148.5617603,-25.8458453
2486.5713,324,-0.395420308,242,-0.348448457,-0.048670562,0.194210174,-0.668654289,-0.374933801,-0.547935098,2.913802812,-0.89858711,148.9418898,-26.12635005
3.2005,9,-0.124466742,243,-0.103146619,-0.158294302,0.326851562,-0.605630927,-0.158264207,-1.048825953,-0.504885114,1.301066069,147.9671171,-26.47794876
12653.2379,790,-0.402277125,244,-0.348597165,0.103897096,0.710503095,-0.696306484,-0.388495457,0.788787972,0.618165733,-0.900030717,147.8592868,-25.65178619
5325.0927,925,-0.391034753,245,-0.348391649,0.066770114,0.445831904,-0.696211348,-0.363090764,0.163227914,1.587769458,-0.898347373,148.5970463,-25.71298678
33870.8162,2224,-0.40195112,246,-0.348630557,1.219313938,1.063111419,0.720029746,-0.378382527,1.485089886,-0.499667794,-0.899791062,143.953467,-15.34838019
11.2052,85,0.357847686,247,-0.333159319,0.745482995,1.096557581,0.708704064,-0.369002273,0.571501681,-0.504885114,-0.610596818,144.4485304,-15.54714331
730.6654,874,-0.287729383,248,-0.347030267,3.903569512,2.823071995,-0.497915597,-0.381704832,1.453552842,-0.504885114,-0.863550875,145.2452881,-15.81339773
1.1619,7,0.200115918,249,-0.021528219,5.130333121,3.013947548,-0.348406637,-0.320261085,-0.983884087,-0.504885114,1.342542655,145.3200003,-15.94304932
43175.3501,1962,-0.403993925,250,-0.348630594,1.84825329,1.397893329,0.648544884,-0.384355831,1.519450594,-0.50371494,-0.899553958,142.7774244,-14.11683454
95.8764,607,0.231078617,251,-0.334320421,2.853732938,2.182466599,0.200939651,-0.375813219,0.195241761,-0.504885114,-0.588202742,145.1765674,-15.45173761
4741.8255,1309,-0.380693939,252,-0.348527671,1.744935975,1.341970325,0.159477096,-0.379267456,0.457058752,-0.430884309,-0.899304899,144.8038726,-15.97055405
15.2735,87,0.166928269,253,-0.313011377,2.895799633,1.656843471,0.645036625,-0.366054659,-0.858680468,-0.504885114,1.034821243,141.89933,-12.01381638
17784.1348,1498,-0.400074772,254,-0.348637968,2.689125742,1.991543085,0.262938628,-0.378636363,1.470506011,-0.504770801,-0.899336636,142.5638558,-11.95474992
2.0387,37,1.42509348,255,0.120994897,3.310608702,0.573546788,0.809988634,0.026811145,-1.048825953,-0.504885114,0.998124135,141.8901153,-12.68141185
2.1451,85,3.594973713,256,-0.151644317,1.715012672,1.719963569,0.318667366,-0.307422904,-0.822650916,-0.504885114,0.840710372,143.1994257,-13.9473468
2.375,171,6.865985007,257,0.019030287,3.090993345,2.022795426,0.062699959,0.06668319,-0.570712746,-0.504885114,1.008663524,145.2563568,-15.46551588
0.4241,6,1.020828068,258,0.771354727,3.090993345,1.881551672,0.0696846,0.22623514,-1.048825953,-0.504885114,1.277939738,145.2512197,-15.47254612
2.7774,142,4.75706216,259,-0.032601326,3.192567822,2.175997855,0.05764613,-0.198141226,-0.708183654,-0.504885114,1.183489002,145.2605505,-15.47809629
4.7925,57,0.793091284,260,-0.111628732,3.147676845,2.182491827,0.153157457,-0.285959734,-1.031190789,-0.504885114,1.028974371,145.2362882,-15.4804498
2218.6546,1390,-0.345285797,261,-0.348423764,2.32779485,1.76510393,0.319214788,-0.377948722,1.408619326,-0.471593446,-0.896094917,144.9751542,-15.33854856
8.2661,40,0.080330675,262,-0.345416501,2.877334083,2.433976918,-0.006388957,-0.356071427,0.654527516,-0.504885114,-0.900030717,145.1749179,-15.3974765
14.1174,135,0.557585521,263,-0.322629322,3.219230229,2.734498507,0.199792814,-0.373776292,0.612278348,-0.476480227,-0.433472281,145.2578899,-15.49936205
1090.7964,119,-0.3975628,264,-0.348588068,3.24362397,1.923066429,0.574622453,-0.352223387,1.432889142,-0.504885114,-0.898852814,141.7469922,-13.02081629
3875.8151,662,-0.391328071,265,-0.347994668,2.990249705,1.688700513,0.654167078,-0.368269385,0.815017378,-0.504885114,-0.893615935,142.0170049,-12.47407925
6.9249,65,0.539777957,266,-0.203370291,3.441196592,1.736943298,0.303817973,-0.320741704,-0.438237167,-0.504885114,0.944611575,143.3428297,-12.78664314
1090.7528,293,-0.381444857,267,-0.348595549,2.642738729,1.885075684,0.099837113,-0.36983146,1.135634166,-0.503734037,-0.898009216,145.1933814,-15.16531789
4193.8571,1327,-0.376616022,268,-0.348587784,2.976811993,2.374813392,-0.075005305,-0.374126123,1.549754458,-0.504885114,-0.898194718,143.248007,-12.95617452
20.9571,29,-0.268774148,269,-0.236191308,2.799788994,2.248200467,0.003478795,-0.334447876,0.266811578,-0.428268602,0.281965288,145.0975694,-15.29358427
1.4159,17,0.80449962,270,-0.142587639,0.434111989,0.301627708,0.945595846,-0.204838992,-0.543589176,-0.504885114,0.794506435,143.545839,-18.29241474
25617.2254,1264,-0.403599966,271,-0.348600315,0.473058071,0.390442245,0.720834559,-0.387855892,1.418851723,-0.437461333,-0.89964858,143.3204721,-18.39469936
13580.6543,1384,-0.398288735,272,-0.348589569,0.321370305,0.650172379,0.214980517,-0.391491651,1.254820707,-0.501244103,-0.899399535,144.3005012,-18.7115765
29497.9025,680,-0.406256125,273,-0.348618561,0.322580043,0.188188729,1.04648616,-0.39003022,1.524056917,-0.497816969,-0.899705464,142.216809,-18.55408611
173.8206,444,-0.150503929,274,-0.339404243,0.941238001,1.149869011,-0.250526708,-0.295563322,0.955021986,0.190062785,-0.881533744,145.3538702,-17.18098498
1.3323,56,3.838205329,275,-0.164619471,0.674091523,0.505771529,0.676919655,-0.306915731,-0.96345227,-0.498538142,1.406124808,144.5230482,-17.15437303
2.2123,3,-0.271575308,276,-0.107163676,0.342554404,0.981155123,0.077467804,-0.210088509,-1.048825953,-0.127994711,1.15484613,145.109243,-17.15291473
750.9147,211,-0.380195164,277,-0.34704535,0.460253256,0.848960736,0.055068577,-0.384863721,1.02136982,-0.261299213,-0.883117007,145.0565084,-17.02311227
1108.4821,459,-0.366748412,278,-0.347853526,0.511967735,0.810029637,0.041172685,-0.386479981,0.939314979,-0.408274501,-0.896800838,144.9583681,-17.33805774
246.5746,257,-0.30327767,279,-0.345366045,0.467744133,1.031804635,-0.095444787,-0.386408723,0.601996927,0.154554826,-0.895575792,145.2240017,-17.1966648
47328.3823,2922,-0.402347421,280,-0.348622185,0.784540635,0.494645408,0.759903007,-0.377565614,1.436831569,-0.469243108,-0.899660472,143.7897241,-16.9717436
1020.2475,834,-0.325993749,281,-0.347831343,0.858217595,1.127544814,-0.315586092,-0.375160944,0.36709575,-0.504817899,-0.882705006,145.1648598,-17.40841794
471.3226,308,-0.342560418,282,-0.346347138,0.697621599,1.148716554,-0.205959079,-0.379800425,1.065244216,0.032925401,-0.895996326,145.2307663,-16.97907112
217.3249,536,-0.159395515,283,-0.345471054,0.900097787,1.498621761,-0.366486435,-0.3681004,1.127060052,-0.21618982,-0.893274795,145.2825454,-16.91757564
98.0199,49,-0.358077657,284,-0.341718322,1.40784342,1.426295114,-0.33201034,-0.385264635,0.88827394,-0.440265714,-0.786607962,145.4478742,-16.85030205
47.9471,59,-0.284258519,285,-0.335034507,0.842559078,1.19987176,-0.198402266,-0.381689934,0.554001885,0.347679414,-0.797185811,145.403199,-16.90108593
76.0064,435,0.169662485,286,-0.332475697,2.770916347,2.453314514,-0.745503366,-0.387413881,-0.128271381,0.001461936,-0.568853224,145.343311,-16.59414019
77.9949,169,-0.189660256,287,-0.334498167,3.058357608,2.587885024,-0.668650724,-0.385615657,0.432688333,-0.135000778,-0.72062735,145.4084303,-16.57840637
782.4358,377,-0.359903354,288,-0.347775346,1.5210618,1.447667078,-0.288691879,-0.380956671,0.981585031,-0.3233966,-0.891891911,145.3147921,-16.74655701
1241.4861,201,-0.392227293,289,-0.348438192,1.252509935,0.771088582,0.671858061,-0.382098029,1.099130043,-0.504885114,-0.899389477,139.4024389,-16.63168209
6.2071,31,0.096015391,290,0.033303196,1.239438195,0.189471699,0.708358161,-0.174137569,-0.976627843,-0.504885114,1.228907107,139.1775711,-16.65932543
16.3242,106,0.247482674,291,-0.279947315,0.642480692,0.177439189,0.833838677,-0.28376833,-1.041555173,-0.504885114,1.006894714,140.8453482,-17.47016973
8.0306,13,-0.245027847,292,-0.259816274,0.543664457,0.10255687,1.228787932,-0.282506416,-0.953776797,-0.504885114,0.480971028,141.0719045,-17.69563871
0.4408,11,2.112723004,293,0.323577782,0.568301565,-0.504571042,1.248208178,0.634616119,-1.048825953,-0.504885114,1.382365629,141.0714655,-17.67359184
0.6901,14,1.641117362,294,0.250343918,0.569726209,-0.821730979,1.15871111,0.548659879,-1.048825953,-0.504885114,1.228267252,141.077915,-17.66733149
4.9976,20,-0.004248376,295,0.086481669,0.335667816,-0.146890073,1.238210552,-0.078588985,-0.84986439,-0.504885114,1.187042318,138.8274198,-17.94131063
64092.5272,1077,-0.406887463,296,-0.348621626,0.668942887,0.019218367,1.188493578,-0.387010287,1.279997812,-0.498300465,-0.899844976,141.3649412,-17.4443307
49065.5628,1338,-0.405830043,297,-0.348604128,0.273379097,-0.202779942,1.115064812,-0.377430365,1.313271253,-0.49895856,-0.899628873,138.8684406,-18.15238993
0.8357,25,2.613901827,298,-0.129651337,0.543152451,-0.42656712,0.980957664,-0.334925958,-1.048825953,-0.504885114,1.146597897,139.5467604,-17.7395019
2.9994,36,0.804085661,299,-0.026368683,0.557490898,-0.508720515,1.137568059,0.02383351,-0.843536449,-0.504885114,0.780406306,141.0840019,-17.67543519
3.477,6,-0.234235469,300,-0.31263516,0.543152451,-0.513023326,1.040352401,-0.351589207,-1.047048582,-0.504885114,1.331419427,139.5367884,-17.75039116
1.2444,1,-0.32739295,301,0.307168696,-0.239184161,-0.307529741,0.963612756,0.346485502,-0.976832607,-0.504885114,1.421218232,140.5231084,-20.70304833
0.5243,0,-0.408585249,302,0.836814647,-0.246418963,-0.285002452,0.963427993,1.647191112,-1.048825953,-0.504885114,1.484925619,140.5134511,-20.70331372
1.7147,3,-0.231815497,303,0.049860565,-0.239184161,-0.335166405,0.93383631,0.747189367,-1.048825953,-0.504885114,1.377119718,140.5209909,-20.71097603
6.9195,8,-0.291772534,304,-0.23106201,-0.244555246,-0.546728842,0.98599644,0.408104563,-0.992769312,-0.504885114,1.311360625,140.506791,-20.68035519
2.6885,5,-0.220681775,305,-0.244744055,-0.480490578,-0.668947028,0.946967032,-0.165425987,-0.985805112,-0.504885114,1.30938448,138.1238718,-19.92047511
23002.575,607,-0.405919084,306,-0.348561391,-0.143805632,-0.444937306,1.036576345,-0.385624652,1.39509515,-0.4273218,-0.899445344,140.3558349,-19.9647396
3.3008,3,-0.316756876,307,-0.146644513,-0.246418963,-0.253643273,0.91359736,0.502378119,-1.003854444,-0.504885114,0.837604088,140.4950146,-20.71266998
0.4158,1,-0.165594153,308,1.077205041,-0.246418963,-0.337883815,0.963194314,1.350393169,-1.048825953,-0.504885114,1.484925619,140.5020128,-20.7042476
0.6645,2,-0.104489845,309,0.735723348,-0.246418963,-0.348759152,0.948112298,2.047044296,-1.048825953,-0.504885114,1.484925619,140.5081781,-20.70743226
24953.9005,435,-0.406823981,310,-0.348602868,-0.516379289,-0.766781309,0.675650673,-0.388146212,1.527608874,-0.49419607,-0.899222794,140.1815629,-21.59578451
36077.8147,999,-0.405787556,311,-0.348600122,-0.378995966,-0.540237133,0.831952866,-0.385718417,1.409346647,-0.503514202,-0.898997076,138.844663,-20.16824887
2.8374,0,-0.408585249,312,-0.342742387,-0.343104919,-0.522197604,0.913208417,-0.344582389,-1.048825953,-0.504885114,1.282253921,143.1167514,-20.70617461
7.3423,29,-0.009522934,313,-0.287055392,-0.334336088,-0.216895738,0.805516269,-0.232666147,-1.027711931,-0.450684147,1.33057276,144.217204,-20.82614536
0.9311,24,2.195707256,314,0.029297008,-0.317774404,-0.502406623,0.820226744,0.75331774,-0.430101654,-0.504885114,0.460509321,144.1975451,-20.84165905
1.6496,5,-0.102342227,315,0.029275216,-0.317774404,-0.469592215,0.823761509,0.76509707,-0.526253272,-0.504885114,1.010094395,144.1891773,-20.84804024
0.83,6,0.32179329,316,0.514042916,-0.317774404,-0.540731025,0.823761509,1.441878988,-1.048825953,-0.504885114,1.484925619,144.1990997,-20.84721215
1.1371,3,-0.142023739,317,-0.078164203,-0.340100472,-0.257529128,0.822610468,0.303817344,-1.047065053,-0.504885114,1.361433288,143.1445657,-20.73635243
1.5079,1,-0.341581006,318,-0.15105443,-0.339032048,-0.193159371,0.840163846,-0.174329502,-1.048825953,-0.504885114,1.480054787,143.1341898,-20.72147894
18471.2471,302,-0.406933342,319,-0.348565672,-0.325873961,-0.543262715,0.809412334,-0.389242023,1.387254513,-0.398695067,-0.898824076,143.9262257,-21.12010485
26575.2656,374,-0.40716335,320,-0.348592398,-0.292307466,-0.351742189,0.887871599,-0.389062059,1.433556784,-0.453850981,-0.899628139,142.9010178,-20.54060569
22717.9374,1316,-0.402732474,321,-0.348613241,-0.083053584,-0.047988659,0.42973928,-0.390088039,1.274541528,-0.194970137,-0.899736182,144.6439111,-20.85483005
14946.9208,147,-0.407591583,322,-0.348577116,-0.568226251,-0.777512333,0.909442611,-0.386950836,1.412307812,-0.436494122,-0.899112892,141.4896833,-21.34147162
25782.8882,359,-0.407178432,323,-0.348608698,-0.268776629,-0.495655521,1.119794642,-0.389349797,1.38790962,-0.490626487,-0.89950525,141.6437985,-20.06196623
6.9899,7,-0.307403561,324,-0.25885135,-0.376428232,-0.670381321,1.09527578,-0.271950201,-1.048825953,-0.492298302,1.449042803,141.7320918,-20.66652061
1.6674,30,1.409257464,325,-0.105051349,-0.133985644,-0.300139813,0.02053136,-0.24620837,-1.044334874,-0.504885114,1.281866549,146.2535687,-24.8853046
2.2915,5,-0.188127693,326,-0.136584066,-0.150691385,-0.002118912,0.012198727,0.084286574,-0.775148508,-0.504885114,1.221123231,146.6402514,-23.64797496
0.8542,0,-0.408585249,327,0.375958636,-0.290371817,-0.526218914,0.371212564,0.091179355,-1.048825953,-0.504885114,1.422185137,145.2835255,-23.5598147
4.9542,16,-0.082282079,328,-0.182439214,-0.290250946,-0.41275235,0.365085202,-0.202145686,-1.048825953,-0.451195335,1.370945816,145.3015543,-23.56037367
0.7338,9,0.830609738,329,0.270245927,-0.290371817,-0.340127105,0.36876855,0.180611071,-1.048825953,-0.504885114,1.484925619,145.292129,-23.5608564
7974.523,159,-0.406570749,330,-0.348532173,-0.085399919,-0.106042348,-0.082683666,-0.390364386,-0.246421263,2.398603989,-0.898583228,146.8219476,-23.84656329
10192.4965,336,-0.405254564,331,-0.348557108,-0.170506408,-0.213282085,0.159000292,-0.391003227,0.262922315,1.573105728,-0.899651614,146.2640058,-23.42731083
23214.123,915,-0.404602861,332,-0.348609849,-0.331688522,-0.663747311,0.576301188,-0.390507739,1.029592796,0.252774794,-0.899368899,145.2494104,-22.48639644
1.2466,8,0.239806844,333,0.082737999,-0.301242577,-0.61277311,0.642021207,-0.272766597,-1.048825953,-0.504885114,1.129385784,145.2423109,-22.97085822
11990.5546,322,-0.405871989,334,-0.34850951,-0.311354767,-0.685673187,0.457436853,-0.391415964,0.900187578,0.491972422,-0.898194219,145.3098257,-23.56350343
4.6494,0,-0.408585249,335,-0.210358547,-0.183118642,-0.502975826,0.156259596,-0.240623184,-0.954990727,-0.504885114,1.305670812,145.4492508,-24.41368534
0.9186,2,-0.188607679,336,0.447665657,-0.183118642,-0.166849035,0.110672017,0.07747921,-1.048825953,-0.504885114,1.286316249,145.4651134,-24.42069922
2.0999,30,1.0348506,337,0.13954315,-0.178126301,-0.175266391,0.100969819,0.106663486,-1.00609768,-0.504885114,1.254036243,145.4730236,-24.42798508
13983.4439,276,-0.406591044,338,-0.348567454,-0.096222228,-0.053647711,-0.204841626,-0.390596803,0.600156376,0.799341158,-0.899169559,146.2463466,-25.02138772
16544.4688,396,-0.40616691,339,-0.348558087,-0.243605352,-0.470210145,0.161422199,-0.390694093,0.587774116,0.999238133,-0.898946278,145.4054099,-24.58581777
0.8766,36,3.74072473,340,0.397084514,-0.290371817,-0.67351554,0.371212564,1.142325629,-1.048825953,-0.504885114,1.417010585,145.2867591,-23.55157558
